classe;caderno;grupo;codigo_cc;descricao;unid;nova;codins;insumo;unidins;tipo_insumo;nome_obra;id_ccoi_elemento;id_appropriation_composition;app_inicio;app_fim;qntd;qs;data;qntd_acum;qs_acum;ip_d;ip_acum;elemento
CARGA MANUAL E REMOÇÃO;EDIF;SERVICOS PRELIMINARES;01-01-06;CARGA MANUAL E REMOÇÃO DE ENTULHO, INCLUSIVE TRANSPORTE ATÉ 1 KM;M3;0;;CAMINHÃO BASCULANTE;H;EQUIPAMENTO;;10046;37200;2021-09-02 09:19:00 UTC;2021-09-02 14:25:00 UTC;0,583333333;0,11;2021-09-02 11:52:00 UTC;0,75;0,17;5,303030303;4,411764706;3
LIMPEZA COM ESCOVA DE AÇO;EDIF;ESTRUTURA;03-40-18;LIMPEZA DE CONCRETO E ARMADURA COM ESCOVA DE AÇO;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;11323;36966;2021-09-02 14:16:00 UTC;2021-09-02 14:25:00 UTC;0,15;0,19;2021-09-02 14:20:30 UTC;1,479993333;1,68;0,789473684;0,880948413;10
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;8693;37057;2021-09-02 13:00:00 UTC;2021-09-02 16:15:00 UTC;16,25;20;2021-09-02 14:37:30 UTC;193,7733333;542,27;0,8125;0,357337366;30
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;94043;MARTELETE ROMPEDOR PNEUMÁTICO;H;EQUIPAMENTO;;8687;37058;2021-09-02 13:00:00 UTC;2021-09-02 16:15:00 UTC;3,25;20;2021-09-02 14:37:30 UTC;54,35;443,32;0,1625;0,122597672;22
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;;COMPRESSOR PORTÁTIL - 173 PCM ( COM DIESEL E OPERADOR );H;EQUIPAMENTO;;8694;37056;2021-09-02 13:00:00 UTC;2021-09-02 16:15:00 UTC;3,25;20;2021-09-02 14:37:30 UTC;54,3;457,47;0,1625;0,118696308;23
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12345;36972;2021-09-02 14:25:00 UTC;2021-09-02 14:50:00 UTC;0,416666667;15,4;2021-09-02 14:37:30 UTC;1,95;89,18;0,027056277;0,021865889;7
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;;PROTETOR DE ARMADURA;KG;MATERIAL;;12346;36974;2021-09-02 14:25:00 UTC;2021-09-02 14:50:00 UTC;0,4;15,4;2021-09-02 14:37:30 UTC;1,99;89,18;0,025974026;0,02231442;7
DEMOLIÇÃO PAVIMENTO CONCRETO;INFRA;PAVIMENTAÇÃO;05-03-00;DEMOLIÇÃO DE PAVIMENTO DE CONCRETO, SARJETA OU SARJETÃO, INCLUI CARGA EM CAMINHÃO;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;8569;36886;2021-09-02 07:49:00 UTC;2021-09-03 11:53:00 UTC;2,75;1,51;2021-09-02 21:51:00 UTC;101,19;141,24;1,821192053;0,716440102;14
DEMOLIÇÃO PAVIMENTO CONCRETO;INFRA;PAVIMENTAÇÃO;05-03-00;DEMOLIÇÃO DE PAVIMENTO DE CONCRETO, SARJETA OU SARJETÃO, INCLUI CARGA EM CAMINHÃO;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;8570;36888;2021-09-02 07:49:00 UTC;2021-09-03 11:53:00 UTC;4,583333333;1,51;2021-09-02 21:51:00 UTC;105,7733333;142,75;3,035320088;0,74096906;15
DEMOLIÇÃO PAVIMENTO CONCRETO;INFRA;PAVIMENTAÇÃO;05-03-00;DEMOLIÇÃO DE PAVIMENTO DE CONCRETO, SARJETA OU SARJETÃO, INCLUI CARGA EM CAMINHÃO;M2;0;;RETROESCAVADEIRA;H;EQUIPAMENTO;;8571;36885;2021-09-02 07:49:00 UTC;2021-09-03 11:53:00 UTC;0,116666667;1,51;2021-09-02 21:51:00 UTC;2,433333333;87,1;0,077262693;0,027937237;9
DEMOLIÇÃO PAVIMENTO CONCRETO;INFRA;PAVIMENTAÇÃO;05-03-00;DEMOLIÇÃO DE PAVIMENTO DE CONCRETO, SARJETA OU SARJETÃO, INCLUI CARGA EM CAMINHÃO;M2;0;;CAMINHÃO BASCULANTE;H;EQUIPAMENTO;;8572;36884;2021-09-02 07:49:00 UTC;2021-09-03 11:53:00 UTC;0,116666667;1,51;2021-09-02 21:51:00 UTC;2,433333333;87,1;0,077262693;0,027937237;9
DEMOLIÇÃO PAVIMENTO CONCRETO;INFRA;PAVIMENTAÇÃO;05-03-00;DEMOLIÇÃO DE PAVIMENTO DE CONCRETO, SARJETA OU SARJETÃO, INCLUI CARGA EM CAMINHÃO;M2;0;94043;MARTELETE ROMPEDOR PNEUMÁTICO;H;EQUIPAMENTO;;8567;36883;2021-09-02 07:49:00 UTC;2021-09-03 11:53:00 UTC;0,916666667;1,51;2021-09-02 21:51:00 UTC;25,54333333;87,1;0,607064018;0,293264447;9
APICOAMENTO;EDIF;ESTRUTURA;03-40-02;APICOAMENTO DE SUPERFÍCIE DE CONCRETO;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2088;37105;2021-09-03 08:00:00 UTC;2021-09-03 09:23:00 UTC;1,383333333;0,26;2021-09-03 08:41:30 UTC;57,25333333;29,86;5,320512821;1,917392275;13
APICOAMENTO;EDIF;ESTRUTURA;03-40-02;APICOAMENTO DE SUPERFÍCIE DE CONCRETO;M2;0;;MARTELETE ROMPEDOR ELÉTRICO;H;EQUIPAMENTO;;1237;37106;2021-09-03 08:00:00 UTC;2021-09-03 09:23:00 UTC;1,383333333;0,26;2021-09-03 08:41:30 UTC;57,25333333;29,86;5,320512821;1,917392275;13
CONCRETO VIRADO NA OBRA;EDIF;FUNDAÇÕES;02-05-05;CONCRETO FCK=15,0MPA - VIRADO NA OBRA;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;8422;37034;2021-09-03 07:15:00 UTC;2021-09-03 10:10:00 UTC;8,75;1,33;2021-09-03 08:42:30 UTC;33,71333333;6,5;6,578947368;5,186666667;6
CONCRETO VIRADO NA OBRA;EDIF;FUNDAÇÕES;02-05-05;CONCRETO FCK=15,0MPA - VIRADO NA OBRA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;8423;37035;2021-09-03 07:15:00 UTC;2021-09-03 10:10:00 UTC;14,58333333;1,33;2021-09-03 08:42:30 UTC;64,41666667;6,5;10,96491228;9,91025641;6
HIDROJATEAMENTO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-17-00;HIDROJATEAMENTO DE ALTA PRESSÃO PARA LIMPEZA DE SUPERFÍCIES;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;11299;38843;2021-09-03 08:48:00 UTC;2021-09-03 08:49:00 UTC;0,016666667;5,6;2021-09-03 08:48:30 UTC;0,283333333;104,88;0,00297619;0,0027015;5
HIDROJATEAMENTO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-17-00;HIDROJATEAMENTO DE ALTA PRESSÃO PARA LIMPEZA DE SUPERFÍCIES;M2;0;94249;LAVADORA JATO D'AGUA DE ALTA PRESSAO;H;EQUIPAMENTO;;11300;38840;2021-09-03 08:48:00 UTC;2021-09-03 08:49:00 UTC;0,016666667;5,6;2021-09-03 08:48:30 UTC;0,166666667;104,88;0,00297619;0,001589118;5
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9112;37078;2021-09-03 09:00:00 UTC;2021-09-03 09:11:00 UTC;0,366666667;10,8;2021-09-03 09:05:30 UTC;4,45;63,02;0,033950617;0,070612504;7
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2196;MONTADOR DE ESCORAMENTO METÁLICO (SGSP);H;MAO DE OBRA;;9108;37080;2021-09-03 09:00:00 UTC;2021-09-03 09:11:00 UTC;0,183333333;10,8;2021-09-03 09:05:30 UTC;1,166666667;43,2;0,016975309;0,027006173;4
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9113;37078;2021-09-03 09:00:00 UTC;2021-09-03 09:11:00 UTC;0,366666667;10,8;2021-09-03 09:05:30 UTC;4,45;63,02;0,033950617;0,070612504;7
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2196;MONTADOR DE ESCORAMENTO METÁLICO (SGSP);H;MAO DE OBRA;;9109;37080;2021-09-03 09:00:00 UTC;2021-09-03 09:11:00 UTC;0,183333333;10,8;2021-09-03 09:05:30 UTC;1,166666667;43,2;0,016975309;0,027006173;4
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;8689;37053;2021-09-03 07:30:00 UTC;2021-09-03 11:05:00 UTC;14,33333333;25,1;2021-09-03 09:17:30 UTC;208,1066667;567,37;0,571049137;0,366791805;31
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;94043;MARTELETE ROMPEDOR PNEUMÁTICO;H;EQUIPAMENTO;;8691;37054;2021-09-03 07:30:00 UTC;2021-09-03 11:05:00 UTC;3,583333333;25,1;2021-09-03 09:17:30 UTC;57,93333333;468,42;0,142762284;0,123678181;23
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;;COMPRESSOR PORTÁTIL - 173 PCM ( COM DIESEL E OPERADOR );H;EQUIPAMENTO;;8690;37052;2021-09-03 07:30:00 UTC;2021-09-03 11:05:00 UTC;3,583333333;25,1;2021-09-03 09:17:30 UTC;57,88333333;482,57;0,142762284;0,119948056;24
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12347;37091;2021-09-03 09:49:00 UTC;2021-09-03 10:29:00 UTC;0,666666667;21,84;2021-09-03 10:09:00 UTC;2,616666667;111,02;0,030525031;0,023569327;8
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;;PROTETOR DE ARMADURA;KG;MATERIAL;;12348;37093;2021-09-03 09:49:00 UTC;2021-09-03 10:29:00 UTC;0,33;21,84;2021-09-03 10:09:00 UTC;2,32;111,02;0,01510989;0,020897136;8
NÃO APROPRIADAS;EDIF;REVESTIMENTOS;11-01-13;REBOCO INTERNO - ARGAMASSA PRÉ-FABRICADA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2417;37068;2021-09-03 08:00:00 UTC;2021-09-03 14:30:00 UTC;5,333333333;11,41;2021-09-03 11:15:00 UTC;40,97333333;58,73;0,467426234;0,69765594;17
NÃO APROPRIADAS;EDIF;REVESTIMENTOS;11-01-13;REBOCO INTERNO - ARGAMASSA PRÉ-FABRICADA;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;2419;37069;2021-09-03 08:00:00 UTC;2021-09-03 14:30:00 UTC;5,333333333;11,41;2021-09-03 11:15:00 UTC;18,67333333;36,73;0,467426234;0,508394591;3
REBOCO INTERNO;EDIF;REVESTIMENTOS;11-02-13;REBOCO INTERNO - ARGAMASSA PRÉ-FABRICADA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2418;37068;2021-09-03 08:00:00 UTC;2021-09-03 14:30:00 UTC;5,333333333;11,41;2021-09-03 11:15:00 UTC;46,30666667;70,14;0,467426234;0,660203403;18
REBOCO INTERNO;EDIF;REVESTIMENTOS;11-02-13;REBOCO INTERNO - ARGAMASSA PRÉ-FABRICADA;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;2420;37069;2021-09-03 08:00:00 UTC;2021-09-03 14:30:00 UTC;5,333333333;11,41;2021-09-03 11:15:00 UTC;24,00666667;48,14;0,467426234;0,498684393;4
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12349;37145;2021-09-03 11:30:00 UTC;2021-09-03 11:57:00 UTC;0,45;17,85;2021-09-03 11:43:30 UTC;3,066666667;128,87;0,025210084;0,023796591;9
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;;PROTETOR DE ARMADURA;KG;MATERIAL;;12351;37140;2021-09-03 11:30:00 UTC;2021-09-03 11:57:00 UTC;1;17,85;2021-09-03 11:43:30 UTC;3,32;128,87;0,056022409;0,025762396;9
GABIÃO CAIXA;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-23-00;FORNECIMENTO E COLOCAÇÃO DE GABIÃO TIPO CAIXA, H = 0,50 M, DE MALHA 8 X 10CM, GALVANIZADO, DE FIO Ø = 2,7MM;M3;0;1185;CARPINTEIRO (SGSP);H;MAO DE OBRA;;12492;38062;2021-09-03 08:38:00 UTC;2021-09-03 15:00:00 UTC;55,03333333;28;2021-09-03 11:49:00 UTC;55,03333333;28;1,96547619;1,96547619;1
GABIÃO CAIXA;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-23-00;FORNECIMENTO E COLOCAÇÃO DE GABIÃO TIPO CAIXA, H = 0,50 M, DE MALHA 8 X 10CM, GALVANIZADO, DE FIO Ø = 2,7MM;M3;0;;ESCAVADEIRA HIDRÁULICA;H;EQUIPAMENTO;;12491;38067;2021-09-03 08:38:00 UTC;2021-09-03 15:00:00 UTC;5,366666667;28;2021-09-03 11:49:00 UTC;5,366666667;28;0,191666667;0,191666667;1
CARGA MANUAL E REMOÇÃO;EDIF;SERVICOS PRELIMINARES;01-01-06;CARGA MANUAL E REMOÇÃO DE ENTULHO, INCLUSIVE TRANSPORTE ATÉ 1 KM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;10050;37083;2021-09-03 09:40:00 UTC;2021-09-03 14:33:00 UTC;0,2;0,024;2021-09-03 12:06:30 UTC;2,933333333;0,194;8,333333333;15,12027491;4
CARGA MANUAL E REMOÇÃO;EDIF;SERVICOS PRELIMINARES;01-01-06;CARGA MANUAL E REMOÇÃO DE ENTULHO, INCLUSIVE TRANSPORTE ATÉ 1 KM;M3;0;;CAMINHÃO BASCULANTE;H;EQUIPAMENTO;;10049;37201;2021-09-03 09:40:00 UTC;2021-09-03 14:33:00 UTC;0,05;0,024;2021-09-03 12:06:30 UTC;0,8;0,194;2,083333333;4,12371134;4
APICOAMENTO;EDIF;ESTRUTURA;03-40-02;APICOAMENTO DE SUPERFÍCIE DE CONCRETO;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2087;37104;2021-09-03 09:35:00 UTC;2021-09-03 14:40:00 UTC;3,966666667;0,28;2021-09-03 12:07:30 UTC;61,22;30,14;14,16666667;2,03118779;14
APICOAMENTO;EDIF;ESTRUTURA;03-40-02;APICOAMENTO DE SUPERFÍCIE DE CONCRETO;M2;0;;MARTELETE ROMPEDOR ELÉTRICO;H;EQUIPAMENTO;;1236;37107;2021-09-03 09:35:00 UTC;2021-09-03 14:40:00 UTC;3,966666667;0,28;2021-09-03 12:07:30 UTC;61,22;30,14;14,16666667;2,03118779;14
MANTA;INFRA;CANALIZAÇÃO DE TUBOS;06-69-04;FORNECIMENTO E COLOCAÇÃO DE MANTA GEOTÊXTIL COM RESISTÊNCIA À TRAÇÃO LONGITUDINAL DE 10KN/M E TRAÇÃO TRANSVERSAL DE 9KN/M;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12696;37935;2021-09-03 13:20:00 UTC;2021-09-03 13:49:00 UTC;0,966666667;23;2021-09-03 13:34:30 UTC;7,433333333;89,5;0,042028986;0,083054004;4
MANTA;INFRA;CANALIZAÇÃO DE TUBOS;06-69-04;FORNECIMENTO E COLOCAÇÃO DE MANTA GEOTÊXTIL COM RESISTÊNCIA À TRAÇÃO LONGITUDINAL DE 10KN/M E TRAÇÃO TRANSVERSAL DE 9KN/M;M2;0;;MANTA GEOTÊXTIL;M2;OUTROS;;12695;37936;2021-09-03 13:20:00 UTC;2021-09-03 13:49:00 UTC;23;23;2021-09-03 13:34:30 UTC;89,5;89,5;1;1;4
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;8696;37141;2021-09-03 13:00:00 UTC;2021-09-03 15:09:00 UTC;6,45;11;2021-09-03 14:04:30 UTC;214,5566667;578,37;0,586363636;0,370967835;32
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;8697;37143;2021-09-03 13:00:00 UTC;2021-09-03 15:09:00 UTC;10,75;11;2021-09-03 14:04:30 UTC;225,3066667;589,37;0,977272727;0,382283908;33
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;94043;MARTELETE ROMPEDOR PNEUMÁTICO;H;EQUIPAMENTO;;8695;37144;2021-09-03 13:00:00 UTC;2021-09-03 15:09:00 UTC;2,15;11;2021-09-03 14:04:30 UTC;60,08333333;479,42;0,195454545;0,125325046;24
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;;COMPRESSOR PORTÁTIL - 173 PCM ( COM DIESEL E OPERADOR );H;EQUIPAMENTO;;8698;37142;2021-09-03 13:00:00 UTC;2021-09-03 15:09:00 UTC;2,15;11;2021-09-03 14:04:30 UTC;60,03333333;493,57;0,195454545;0,121630839;25
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9118;37180;2021-09-06 08:25:00 UTC;2021-09-06 08:45:00 UTC;0,333333333;10,8;2021-09-06 08:35:00 UTC;4,783333333;73,82;0,030864198;0,064797255;8
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2196;MONTADOR DE ESCORAMENTO METÁLICO (SGSP);H;MAO DE OBRA;;9114;37182;2021-09-06 08:25:00 UTC;2021-09-06 08:45:00 UTC;0,333333333;10,8;2021-09-06 08:35:00 UTC;1,5;54;0,030864198;0,027777778;5
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9119;37180;2021-09-06 08:25:00 UTC;2021-09-06 08:45:00 UTC;0,333333333;10,8;2021-09-06 08:35:00 UTC;4,783333333;73,82;0,030864198;0,064797255;8
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2196;MONTADOR DE ESCORAMENTO METÁLICO (SGSP);H;MAO DE OBRA;;9115;37182;2021-09-06 08:25:00 UTC;2021-09-06 08:45:00 UTC;0,333333333;10,8;2021-09-06 08:35:00 UTC;1,5;54;0,030864198;0,027777778;5
CARGA MANUAL E REMOÇÃO;EDIF;SERVICOS PRELIMINARES;01-01-06;CARGA MANUAL E REMOÇÃO DE ENTULHO, INCLUSIVE TRANSPORTE ATÉ 1 KM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;10053;37186;2021-09-06 09:45:00 UTC;2021-09-06 14:31:00 UTC;0,85;0,02;2021-09-06 12:08:00 UTC;3,783333333;0,214;42,5;17,67912773;5
CARGA MANUAL E REMOÇÃO;EDIF;SERVICOS PRELIMINARES;01-01-06;CARGA MANUAL E REMOÇÃO DE ENTULHO, INCLUSIVE TRANSPORTE ATÉ 1 KM;M3;0;;CAMINHÃO BASCULANTE;H;EQUIPAMENTO;;10052;37226;2021-09-06 09:45:00 UTC;2021-09-06 14:31:00 UTC;0,016666667;0,02;2021-09-06 12:08:00 UTC;0,816666667;0,214;0,833333333;3,816199377;5
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9124;37244;2021-09-08 08:20:00 UTC;2021-09-06 08:46:00 UTC;0,3;10,8;2021-09-07 08:33:00 UTC;5,083333333;84,62;0,027777778;0,060072481;9
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2196;MONTADOR DE ESCORAMENTO METÁLICO (SGSP);H;MAO DE OBRA;;9120;37251;2021-09-08 08:20:00 UTC;2021-09-06 08:46:00 UTC;0,433333333;10,8;2021-09-07 08:33:00 UTC;1,933333333;64,8;0,040123457;0,029835391;6
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9125;37244;2021-09-08 08:20:00 UTC;2021-09-06 08:46:00 UTC;0,3;10,8;2021-09-07 08:33:00 UTC;5,083333333;84,62;0,027777778;0,060072481;9
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2196;MONTADOR DE ESCORAMENTO METÁLICO (SGSP);H;MAO DE OBRA;;9121;37251;2021-09-08 08:20:00 UTC;2021-09-06 08:46:00 UTC;0,433333333;10,8;2021-09-07 08:33:00 UTC;1,933333333;64,8;0,040123457;0,029835391;6
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;8700;37240;2021-09-08 07:52:00 UTC;2021-09-08 08:21:00 UTC;0,966666667;6;2021-09-08 08:06:30 UTC;226,2733333;595,37;0,161111111;0,38005498;34
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;8701;37242;2021-09-08 07:52:00 UTC;2021-09-08 08:21:00 UTC;2,9;6;2021-09-08 08:06:30 UTC;229,1733333;601,37;0,483333333;0,381085411;35
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;94043;MARTELETE ROMPEDOR PNEUMÁTICO;H;EQUIPAMENTO;;8699;37243;2021-09-08 07:52:00 UTC;2021-09-08 08:21:00 UTC;0,483333333;6;2021-09-08 08:06:30 UTC;60,56666667;485,42;0,080555556;0,124771675;25
DEMOLIÇÃO DE SARJETAS;EDIF;SERV.COMPLEMENTARES;17-50-48;DEMOLIÇÃO DE SARJETAS DE CONCRETO;M;0;;COMPRESSOR PORTÁTIL - 173 PCM ( COM DIESEL E OPERADOR );H;EQUIPAMENTO;;8702;37241;2021-09-08 07:52:00 UTC;2021-09-08 08:21:00 UTC;0,483333333;6;2021-09-08 08:06:30 UTC;60,51666667;499,57;0,080555556;0,121137512;26
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12352;37264;2021-09-08 08:38:00 UTC;2021-09-08 08:47:00 UTC;0,15;3,15;2021-09-08 08:42:30 UTC;3,216666667;132,02;0,047619048;0,024364995;10
TRATAMENTO COM INIBIDOR OXIDANTE;EDIF;ESTRUTURA;03-40-22;TRATAMENTO DE ARMADURA COM APLICAÇÃO DE PRODUTO INIBIDOR OXIDANTE;M;0;;PROTETOR DE ARMADURA;KG;MATERIAL;;12353;37266;2021-09-08 08:38:00 UTC;2021-09-08 08:47:00 UTC;0,13;3,15;2021-09-08 08:42:30 UTC;3,45;132,02;0,041269841;0,026132404;10
RECOLOCAÇÃO DE GUIAS;EDIF;SERV.COMPLEMENTARES;17-70-45;RECOLOCAÇÃO DE GUIAS DE CONCRETO;M;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;8785;37297;2021-09-08 08:42:00 UTC;2021-09-08 10:15:00 UTC;3,1;6;2021-09-08 09:28:30 UTC;55,58333333;54,5;0,516666667;1,019877676;7
RECOLOCAÇÃO DE GUIAS;EDIF;SERV.COMPLEMENTARES;17-70-45;RECOLOCAÇÃO DE GUIAS DE CONCRETO;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;8786;37298;2021-09-08 08:42:00 UTC;2021-09-08 10:15:00 UTC;9,3;6;2021-09-08 09:28:30 UTC;112,3333333;54,5;1,55;2,06116208;7
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9130;37291;2021-09-08 09:55:00 UTC;2021-09-08 10:30:00 UTC;0,833333333;10,8;2021-09-08 10:12:30 UTC;5,916666667;95,42;0,077160494;0,062006567;10
